start_point,get_on,get_off,end_point,recommend
"코로나로 여행도 못가고 매일 집에만 있어서오랜만에 코에 바람 넣으러 이라마루 전망대에 가기로 했다
일반버스는 아라마루 전망대까지 가는게 없어서 버스를 타고 계양역으로 가서 IMOD 버스를 타기로 했다",IMOD 앱을 켜고 호출하기까지 큰 어려움은 없다고 생각한다 쉽게 2명을 예약할수 있었다 4분후 도착 목적지까지는 7분이라는 숫자를 받았는데 미리 도착 시간을 알수 있어 좋았다 버스는 6분 후 도착했으나 친구와 얘기를 하며 기다려서 그런지 2분 차이가 크게 느껴지진 않았다,아라마루 전망대에 도착 하차하고 길을 건너려고기다리고 있는데 버스가 유턴하는게 보였다 어차피 거기서 버스를 돌릴거라면 유턴 후 하차를 해 주시는게 더 편했을 것 같다,IIMOD 버스가 내부 외부 모후 깨끗하고 손소독제가 있어서 승 하차시 손 소독을 할수 있어 요즘같은 때에 조금은 안심이 되었다 돌아오는 길에 다시 버스 예약을 하는데 인원수를 변경하지 않아 2명인데 1명만 예약 된 것을 탑승하면서 알게되었다 미리 예약하는 버스라 인원수 확인을 제대로 하지 않은 내 잘못이지만 취소하고 처음부터 다시 예약을 해야하는 번거로움이 있었다,버스 기사님이 운전을 조심스럽게 잘 해주셔서 이동하는 동안 택시를 탄 것 같은 편안함을 느꼈다 컨디션이 좋지 않은 날 일반 버스보다는 기다리는 시간도 적고 편안한 IMOD를 타는 것을 권유하고 싶다 
언니를 계양역에서 만나기로 해서  버스를 타고 계양역으로 이동했다 저녁시간쯤엔  퇴근으로  계양역에 사람이 많기 떄문에  iMOD를  이용해 보기로 했다,앱을  통해 부르니  23분 정도 후에  도착해서 빠르게 탈 수 있었다 역시나 내부는 깨끗했고  퇴근시간이라 사람이 많았는데  편하고 빠르게  이동할 수 있어서 좋았다,버스를 기다렸다 탔으면 사람이 많아서 불편했을텐데 앱을 통해 앉아서 편하게 올 수 있었다,요즘 버스 배차시간이 길어져서  정류장에 서있는 시간이  긴데  이런 앱을 알아서   쉽게 원하는 목적지르 빠르고 편리하게 이동할 수 있다는 것이  좋았다 ,"처음 앱을 이용했을 때보다 더 빨리 버스가 와서 일반 버스 베차시간을 기다리는 것보다 시간을 아낄 수 있었고 손님이 없으면 바로 원하는 목적지로 가기 때문에 그만큼 이동시간도 단축되어 좋았다
이런 서비스를 체험해보고 알 수 있어서 용이했다 출퇴근시간이나 급할때 이용하면 정말 편하겠다는 섕각이 들었다 Imod 이동경로를 조금만 더 확장하면 이용객이 늘어날 것 같다는 생각이 들었고 쿠폰이나 요금혜택환승혜택 등의 서비스를 좀 더 추가하면 부담없이 사용할 수 있을 거 같다 "
언니 짐도 들어주고 마중도 하기 위해  준비하고 나가게 되었다 언니가 역에 도착할 시간이 다 되어가서  급하게  준비하고 나갔다 버스는 요즘  배차시간이 늦어서  iMOD 앱을  이용해서 호출해보기로 했다 얼마나 빨리 올 수 있을지  의문이 들기도 했고 처음 이용해보는거라  제대로  잘 오고 있는건지  차 내부는 어떨지 궁금함도 있었다,"IMOD앱을 이용해서 출발지와 도착지를 입력하여 배차를 누르니  쉽게 휴대폰으로 결제가 되었다는 문자가 왔다
차가 탑승지에 도착하기까지 소유된 시간은 6분8분정도였다 버스 기다리는 시간과 비슷한 정도였다
차  내부는깔끔했고 앉는 좌석에 공간이 좀 있어서 편하게 탑승해서 갈 수 있었다  탑승할떄  발판이 자동으로 내려와서 탑승하기 편했고  기사님이 친절하게 응대해주셔서 좋았다  손 소독제도 구비되어 있어서 위생적으로 좋았다  내가 탑승했을 떄는 손님이 없어서 택시탄거처럼  조용하게 목적지까지 갈 수 있어서 좋았다","계양역에서 내려서 언니를 만나고  같은 방식으로  다시 앱을 이용해서  장기동에서 내려서  금방 집으로 갈 수 있었다
역시 올 때도 탑승자가 없어서  바로 도착지까지 도착할 수 있었고 버스 이용하는거보다 5분가량  빨리 도착할 수 있었다 ","버스가 너무 늦게 오거나 빨리가야하는 경우에는 이용하면 좋겠다는 생각이 들었다
하지만 대부분 버스를 타면 지하철로 갈아타거나 멀리가는데  이 차는 환승이 되지 않는다는 점이 가장 아쉬웠고 그래서 가격적이 면에서도 부담이 된다는 생각이 들었다 
쉽게 결제되는 장점이 있었고 다만 차가 움직이는 노선이 짧아서 아쉬웠다","


추천  짐이 많거나 바쁜 사람 또는  환승 필요없이 목적지까지 가는 사람
이유  이동 시간이 줄고  버스보다 편하게 목적지까지 갈 수 있다 

"
친구랑 약속이 있어서 계양역을 가야했다 그래서 imod를 이용하여 계양역을 가기로 하였다,imod버스를 불렀는데 6분후에 도착한다고 해서 기다렸다 원래는 장기동 농협앞에서 불렀는데 갑자기 경로가 바뀌어서 계양1동주민자치센터로 버스가 가서  거기까지 걸어갔다,버스가 다른 지점으로 가서 조금 불편했지만 그래도 계양역까지는 일반 버스보단 빨리 가서 괜찮았다  , imod를 이용하여 계양역 까지 간 뒤 계양역에서 지하철1호선을 타고 부평까지 갔다,"imod 버스는 확실히 부르면 바로 와서 편했고 무거운 짐이 있을 때마다 자주 이용할 것 같다
하지만 지하철을  타려고 할 때는 돈이 2번 나가서 많이 이용하지는 못할 것 같다
또한 노선이 더 많아진다면 좋을 것 같다 아직까지는 내가 갈 만한 곳이 계양역밖에 없어서 아쉬웠다
홍보를 더 많이 해서 나 말고도 이용하는 사람들이 더 많아졌으면 좋겠다"
딸 아이와 함께 박촌역 부근에서 81번 버스를 타고 계양역으로 갔다 처음 타보는거라 몹시 설레었다 IMOD 앱에서 요금을 정산하고 호출하였더니 5분정도 기다리니 도착했다 ,설렘 반 기대 반으로 버스에 타니 첫째 발판이 내려와서 신기했다 버스 실내가 생각만틈 깨끗하고 소독제도 구비되어 있어 안심이 되었다 기사님도 친절하시고 일반 버스와 다르게 안전벨트를 매라고 기사님이 말씀해 주셔서 참 좋았다 ,목적지인 목삼동 솔밭 2단지에서 내려 애견카페 위치와 상세정보 확인 후 바로 기사님 호출 후 7분 정도 기다렸다 집으로 오려 계양역에서 하차 후 30번 버스로 집에 귀가했다 ,처음 이용하는지라 뭔가 어설프고 얼떨떨했지만 기사님의 친절함과 쾌적한 실내 환경이 대체적으로 만족했다 일반버스보다 가격이 조금 비싸긴 한데 집 근처 박촌역까지 운행 된다면 더욱 좋을 것 같다 ,집으로부터 버스정류장이 멀고 빠른 이동을 원하는 사람에게 추천 배차 간격이 길어 오래 기다려야 하는 분들에게도 추천 계양 1동 버스들이 배차 간격이 길고 또한 버스들이 한꺼번에 밀려서 운행하기에 기다림이 필수적인 것을 생각하면 IMOD 이용이 꼭 필요하다 
혼자 풍림아이원 정류장에서 583번 마을 버스를 타고 계양역으로 갔다 두번째 승차라 조금은 익숙한 듯 했다 계양 1동 4팀원 박영숙님과 함께 풍림 아이원 정류장에서 30번 버스를 타고 계양역으로 갔다 ,계양역 버스정류장 조금 아래쪽에서 IMOD 앱으로 버스 호출 후 5분 정도 기다렸다가 버스 승차했다 박영숙님과 계양역에서 IMOD 앱으로 버스호출 후 6분 정도 기다려 승차했다 귤현쪽으로 계석 떠서 몇 번 헤맸다 ,목상동 솔밭에서 하차했다 바로 옆에 위치한 개떼 놀이터에 들어가 관계자와 면담 후 IMOD 팜플렛을 매장안에 비치해서 고객분들께서 자세히 읽어보고 사용하실 수 있도록 논의했다 호의적이었다 아라동 다리에서 하차 후 도보로 주민센터 앞에서 현수막을 걸을 수 있는 위치를 확인했다 ,이틀 연달아 탑승해보니 역시나 기사님이 친절했다 쾌적한 실내가 만족 스러웠다 개인적인 생각인데 팜플렛을 손님 많은데나 교통이 다소 불편한 곳에 비치했음 좋을 것 같다 ,집으로부터 버스정류장이 멀고 빠른 이동을 원하는 사람에게 추천 배차 간격이 길어 오래 기다려야 하는 분들에게도 추천 계양 1동 버스들이 배차 간격이 길고 또한 버스들이 한꺼번에 밀려서 운행하기에 기다림이 필수적인 것을 생각하면 IMOD 이용이 꼭 필요하다 
"집인 박촌역에서부터 계양 1동의 IMOD 시작지점인 계양중학교까지 반려견 산책을 하면서 걸어서 이동을 했다
계양1동의 시작지점이면서 주거공간이 많은 곳이 박촌동과 동양동인데 LMOD는 현에서부터 시작해서 불편했다
만약 걸어가지 않았다면 귤현역까지 버스를 타야했을텐데 환승이 되지않기 때문에 버스를 두번이나 타기에는 애매한 거리라서 아쉬웠다",정류장 근처에 가서 흐물을 하는데 11분정도 후 도착한다고 해서 배차신청을 했는데 배차신청 후 바로 3분안에 도착한다고 알림이 와서 1회 취소를 했다 그 시간안에 도착은 빠듯했기 때문이다 그 다음에 후술을 할 때도 마찬가지로 처음에는 11분 후 도착이라고 떴는데 배차신청을 하니 3분 안에 온다고 알림이 와서 당황스러웠다 버스는 너무 깨끗했고 기사님도 친절하셨다 차가 없으면 가기 어려운 곳이라 1MOD 이용해서 가니 편했다 내리기 전에 어느 위치에서 내리는것이 더 편한지 들어봐주셔서 감사했다,목적지인 식당 바로 앞에서 버스를 하차할 수 있어서 편리했다 앱을 등해 이동하는 과정이 보여서 안심이 되고 좋았다 다만 앱에 뜨는 도착예정 시간과 실제 도착 시간이 매우 달랐다 실제로 훨씬 빨리 도착했는데 앱에는 더 오래걸린다고 안내가 되고 있었다,"이 활동을 하기 전에는 1MOD의 존재 자체를 몰랐다 근데 막상 이용해보니 너무 편하고 쾌적해서 매우 만족스러웠다
다만 현재는 이용객이 적기 때문에 효출도 빠르게 되고 환경도 쾌적한데 만약 사람들이 많이 이용하게 된다면 지금처럼의 편리함은 조금 떨어지지 않을까 걱정스럽긴했다 현재처럼 호출이 빠르고 쾌적하다면 택시와 비교를 하게되어서 가격도 만족스럽겠지만 버스와 비교를 하게 된다면 여러 번 활용하기에는 가격이 비싸게 느껴질 것 같다
무엇보다 노선의 연장이 심하다 박촌에 사는 사람으로서는 귤현에서 시작되므로 애매하다 계양역에서 장기동으로 넘어가는 사람들에게는 편리할 것 같다",추천  자차를 가지고 있지 않은데 근처 맛집카페를 찾아가고 싶은 사람들 이유  동네 특성상 차가 없으면 가기 불편한 골목골목의 위치에 맛집과 카페가 숨어있기 때문에 그런 곳을 가고싶을 때 편리할 것 같다
"22년 3월 11일 오후 2시 30분에 IMOD 시범 탑승을 위해 집을 나섰다
계양1동 주민센터 출발 계양역 도착 입력 후 휴대폰 결제하고 호출을 했더니 2분후 도착 계양역 6분 소요라는 문자가 왔다 집에서 계양역까지는 버스가 가장 빠르고 편리한 것 같다 IMOD는 결제부터 도착지 입력하는 것이 불편하고 호출하면 제시간에 오지도 않고 운행코스가 계양1동에 한정되어 있다는 것이 필요성을 못 느낀다 
",설레는 마음으로 기다렸으나 30분이 지나고 버스는 오지 않았다 팀장님한테 전화해봤으나 기사하고 연락도 안되고 마냥 기다릴 수 없으니 그냥 집으로 돌아왔다 ,"집에서 계양역까지는 버스가 가장 빠르고 편리한 것 같다 IMOD는 결제부터 도착지 입력하는 것이 불편하고 호출하면 제시간에 오지도 않고 운행코스가 계양1동에 한정되어 있다는 것이 필요성을 못 느낀다 
인천시 전체를 운행한다고 하면 고려해 볼만 하지만 계양1동 에서는 필요성을 느끼지 못했다","
아이모드가 활성화 되려면 버스보다 편리하고 편하고 택시보다 저렴하고 빨라야 될 것 같다 그리고 운행 코스도 인천시로 넓히면 좋을 것 같다 또한 택시처럼 집 앞에서 타고 하차도 원하는 곳까지 운행하면 시민들이 이용하고 싶지 않을까 생각해 본다 ","IMOD를 처음 체험 할 때는 작동 방법을 잘 몰라 호출하면 오는 줄 알고 마냥 기다렸으나 오지 않았고 3차 체험을 하고 나서야 호출하고 탑승권을 클릭해야 기사한테 연락이 간다는 것을 알았다 이제는 아는 지인들에게 확실히 가르쳐 줄 수 있을 것 같다 아라마루까지 IMOD를 타고 가니까 여행하는 기분이 들고 아주 편하고 가벼운 마음으로 힐링할 수 있어서 좋았다 
계양1동에만 국한두지 말고 계양구 전체에서 운행하면 더 좋을 것 같다 "
올해 6월에 검단신도시에 입주 예정으로 아직은 검단에 갈 일이 없었다 스마트 모빌리티에 참여해볼 수 있는 좋은 기회가 생겨서 현재 거주 중인 집에서 자차를 이용해 검단까지 이동했다 Itrip을 통해 단거리 장거리 동네이동 등을 테스트 해보고싶어 앱에 들어가서 이동경로에서 목적지를 입력하였는데 추천경로로는 Imod가 나와있지 않았다 Imod 아이콘을 따로 눌러서 Imod를 불러야 하는 시간소요가 있었다 만약 제가 이렇게 해매고있을 때 Imod가 제눈 앞에서 지나간다면 버스를 다시 부르고 기다리는 데에 많은 시간이 허비될 것 같다는 생각을 하게 되었다 그래서 Itrip 이동경로 검색결과로 나오는 추천경로에 Imod뿐만 아니라 ZET IMOA를 권장하는 방식으로 바로 연동될 수 있게끔 서비스가 지원되었으면 한다  ,단거리를 측정하기 위해 가고자하는 목적지의 바로 전 정류장인 C검단LH행복주택아라센트럴파크 방면에서 출발했다 다행히 IMOD가 근처에 있어 2분안에 도착예정이여서 시간을 많이 허비하지않고 기다릴 수 있었다 오고있는 IMOD의 위치를 알 수 있어서 마냥 기다리지 않아도 되는 부분이 좋았다 탑승 할 때 기존의 시내버스와는 달리 카드를 사전에 등록해 교통카드가 없어도 된다는 점이 삼성페이를 쓰지 못하는 아이폰을 쓰는 나에게는 굉장히 편리했다 또한 생긴지 얼마 안되서 그런지 내부는 정말 쾌적했다,목적지인 호반써밋프라임뷰아파트에서 가까운 인천영어마을 파라곤센트럴 정류장에서 내렸다 일반 버스에 비해 같은 목적지가 있는 사람이 아니면 혼자 목적지까지 빠르게 이동할수 있고 도착후에 기사님의 친절한 도착안내말씀으로 편안하게 하차 할 수 있었다 현재 검단은 신도시로 입주한 가구가 많지 않아 교통이 원활하게 활성화되어있지 않은데 IMOD를 통해 가까운거리를 편안하게 이동할수 있어서 너무 좋았다 IMOD뿐만 아니라 ZET IMOA도 얼른 이용해보고싶다,처음 이용해 보았는데 현재 대중교통노선이 없는 정류장에 IMOD가 유일한 대중교통역할을 해주어서 정말 고마운 서비스였다 운행을 하시는 기사님께 운행 차수를 여쭤보았는데 평일엔 4대 공휴일과 주말엔 2대가 운행한다고 말씀해주셨다 앞으로 많은 입주예정으로 수많은 사람들이 IMOD를 이용하게 될 생각을 하면 증차가 무엇보다 시급해보였다 또한 코로나로 인해 만약에 확진자가 동승하였을 때를 감안해 차내에 환기를 시킬 수 있는 창문이 설치되었으면 한다 앞으로의 이용에 IMOD를쓰면 자주쓴만큼 할인을해주거나 환승을 해주거나 구독같은 서비스가 있었으면 좋겠다,"추천  검단 신도시에 거주하는 모든 시민
이유  일반버스로는 다닐 수 있는 정류장이 한정되어있다 IMOD 이용 시 일반버스와는 다르게 발판이 내려와 짐을 가지고 버스를 탑승하려는 사람에게 매우 편리하며 집 앞에 가까운 정류장에서 승하차하기에 편리하고 안전하며 만족스러운 생활을 할 수 있을 것이다"
올해 6월에 검단신도시에 입주 예정으로 아직 검단에 거주하지 않고 있지만 스마트 모빌리티에 시민으로써 참여해볼 수 있는 기회가 생겨 이용해 보았다 장거리를 이동해보고 싶어 아라동행정복지센터에서 출발해 완정역에서 도착하는 이동경로를 정해보았다 인터넷에서 이동경로를 검색해보았을 때 20분가량이 소요되어서 최대한 빠르게 이동할 수 있는 IMOD를 이용하게 되었다 ,장거리를 측정하기 위해 Itrip에 소속된 IMOD앱을 사용했다 이동경로에서 목적지를 입력하였는데 추천경로로는 Imod로 바로 연결되지 않아 다소 불편함을 느꼈다 Imod 아이콘을 따로 눌러서 Imod를 불러야 하는 시간 소요가 발생했다 또한 당일에 바로 이용해야 하는 사정으로 인해 하차한 후 다시 승차를 원해서 앱을 통해 탑승을 요구했을 때 배차 대기시간이 19분이나 소요되어 일반 버스보다 기다리는 시간이 많이 길어 어려움을 느꼈다 탑승할 때 기존의 시내버스와는 달리 카드를 사전에 등록해 교통카드가 없어도 된다는 점은 좋았지만 만약 앱을 통해 호출했는데 도중에 휴대폰 배터리가 방전되어 전원이 꺼질 경우나 스마트폰을 소지하지 못했을 경우 카드를 인식을 통해 결재할 수 있는 서비스의 도입을 생각하게 되었다,목적지인 완정역당하동탑스빌아파트 방면에서 내렸다 같은 목적지에 가려는 분이 계셔서 같이 동승하여 목적지까지 빠르게 이동하였고 도착후에 기사님의 친절한 도착안내말씀으로 편안하게 하차 할 수 있었다 현재 검단은 신도시로 입주한 가구가 많지 않아 교통이 원활하게 활성화되어있지 않은데 IMOD를 통해 가까운거리를 편안하게 이동할수 있어서 너무 좋았다 많이 활성화되어 IMOD뿐만 아니라 ZET IMOA도 얼른 이용해보고싶다,이용해보았을 때 장거리를 마을버스보다는 이용시간이 빠르고 시간이 비슷한 택시보단 비용이 적게들어서 정말 고마운 서비스였다 운행을 하시는 기사님께 운행 차수를 여쭤보았는데 평일엔 4대 공휴일과 주말엔 2대가 운행한다고 말씀해주셨다 앞으로 많은 입주예정으로 수많은 사람들이 IMOD를 이용하게 될 생각을 하면 증차가 무엇보다 시급해보였다 현재 대중교통이 많이 활성화되어있지 않은 검단신도시에 증차가 된다면 많은 사람들의 필요에 의한 이용으로 홍보도 자연스럽게 될 것이라고 본다또한 코로나로 인해 만약에 확진자가 동승하였을 때를 감안해 차내에 환기를 시킬 수 있는 창문이 설치되었으면 한다 ,"추천  검단 신도시에 거주하는 모든 시민
이유  일반버스로는 다닐 수 있는 정류장이 한정되어있다 IMOD 이용 시 일반버스와는 다르게 발판이 내려와 짐을 가지고 버스를 탑승하려는 사람에게 매우 편리하며 집 앞에 가까운 정류장에서 승하차하기에 편리하고 안전하며 만족스러운 생활을 할 수 있을 것이다"
계양1동 다남식당 앞에서 계양산 솔밭 들레길을 가기위해 IMOD 앱을 이용해서 계양산 솔밭 길까지 가는 제일 가까운 정류장을 검색하여 호출하였다 처음 사용해보는 앱이지만 비교적 사용하기 편하게 잘 되어 있는거 같다,IMOD앱으로 정류장 검색하여 비교적 쉽게 호출했고 호출시간은 2분정도 소요 되었고 결제는 앱에 등록된 카드로 등록해서 차 탈때 카드꺼내고 결제하는 번거로움이 없었다 차가 새차라 그런지 차 내부환경은 청결하고 처음 이용하는거라 궁금한 것이 많아서 이것저것 질문을 많이 했는데도 기사님이 친절하게 잘 말씀해주셨다, IMOD 하자지점까지 가는 과정중에 도착 알림을 핸드폰으로 알려주니 미리 내릴 준비를 할 수도 있으니 편리함이 있는거 같았다 최종목적지까지는 갈 수 있는 교통수단이 없어 도보로 이동하여 둘레길을 다녀왔다 미니버스이니 들레길 입구까지 차가 들어가면 더 많은 사람들이 이용 할 수 있을꺼란 생각도 해보았다,"IMOD 탑승해보니 차가 깔끔하고 호출시간도 생각보다 빨리온거 같았지만 돌아오는 길에 두 번째 탑승은 호출시간이
9분이나 걸려서 어느정류장이냐에 따라서 다름이 있는거 같았다버스와 택시의 결합상품이라 그런지 차비가 좀비싼 듯한 느낌이들었다 결제방법은 한 번 등록해 놓으면 호출할때 선결제되니 편리성있었다 앱사용방법도 쉽게 잘 되어 있지만 지역특성상 어르신들이 많이 사시는 계양1동 교통 소외된 지역어르신들이 앱을 사용하시는데 어려움이 있을꺼 같다","추천  계양역까지 출근하시분들에게 추천
이유  호출시간이 짧으니 기다리는 시간이 단축 되는 장점 그러나 환승 되지않으니 비용문제 때문에 사용하기 힘들 다는 생각이 듦"
계양1동주민센터에 용무가 있어서 운동할겸해서  집박촌에서 출발하여 계양중학교까지 도보로 20분정도 이동하여 IMOD앱 지도검색으로 정류장검색하여 호출했다 대기시간은 5분이었다,계양중학교에서 5분 정도 대기하고 탑승했다기사님께서 친절하게 인사해주시고 앉고 난뒤에 천천히 출발해주셨다,탑승시간이 10분정도 소요되었다 호출할 때 하차정류장 방향을 어디로 하는지에따라 소요시간이 달라졌다 5분걸리는 거리가 10분이 걸렸다,IMOD버스에 혼자타고 오니 택시를 탄듯한 생각이 들었다 깔끔한 차를 타고 오니 기분좋게 주민센타에서 용무를 잘 봤다,IMOD버스를 3주에 걸쳐  사용해보니 처음 사용하기전에 앱깔고 결제수단 설정해 놓으면 호출과 결제가 한번에 해결되니 편리함이 있고 차가 깔끔해서 좋았다일반버스처럼 많은 사람들이 함께 타지 않는점도 좋았다 개선할점은 탑승지역의 범위가 조금 더 넓게 설정되었으면하는 생각과 환승이 안되는것에 아쉬움이 많았다
3월 11일 오후 4시경 금요일 아들과 함께 체험삼아 탑승해버려 여러 파례 오류 발생으로 인해 연기했다 12일 계양산 산행이 있어 일행과 함께 탐승해보려다가 똑같은 오류로 인해 승용차로 이동했다 15일 오후 4시경 회원님과 함께 체험하기로 했음 ,하루 일과를 마친 후 회원님과 계양역에서 IMOD를 탑승하기로 했다 회원님과 함께 동시에 호출했는데 배정되었다는 안내를 받았지만 예정시간 대로 오지 않아 다 취소를 하고 다시 호출을 했지만 두 번째도 마찬가지였다,여러차례 시도 끝에 간신히 탑승하려는데 두 사람이 배정된 차가 1호차 2호차가 따로 되어있었다 같이 탈 수 가 없어서 각자 가기로 하고 나만 탑승했다 ,처음 혼자 타보았지만 내부시설과 차량청결 정돈은 매우 양호했으며 계양역에서 목삼동 솔밭가는 일반 차량이 더 빠를 수도 있다는 생각이 들었음 요금 측면에서도 일반 버스보다는 조금 비싸긴 하지만 괜찮음 ,여러 다방면에서 보면은 어르신들께서는 이용이 어려울 듯 합니다 어르신들은 카드 등록은 물론 휴대폰 요금 결제도 어려울 것 같습니다 제가 탑승하기는 좋음 예정된 시간과 정확한 배차만 된다면 이용할 것 같음 
일을 대충 마치고 서울역으로 향했다 공항철도를 30분 타고 계양역에 도착했다,IMOD 앱을 이용하여 호출하려는데 바로 앞으로 IMOD 버스가 오고있었다 호출을 못한 상태이기에 탈 수가 없었다 그리고 바로 호출을 했는데 7분 후 도착이라고 했다 이번에는 시간과 장소에 정확하게 맞춰서 왔다 탑승을 했는데 기사님 뿐이었고 아무도 없었다 내부시설 청소 청결 정돈은 매우 좋았다 ,귤현역 방향에서 탔는데 아라뱃길 방향으로 돌아 가는 길이었는데 창 밖으로 봄꽃들이 피기 시작하여 경치도 아름다워 상쾌한 기분이 들었음 혼자 탑승하는 것도 매우 좋았음,복상동 솔밭 이주단지 입구에서 일단 내렸다 버스 승강장에 버스를 기다리는 아주머니 한 분이 계셨다 혹시 버스 기다리시냐 물었더니 그렇다 하셨다 IMOD를 얘기했는데 전혀 모르고 계셨다 IMOD에 대해 말씀드리고 앱과 카드를 등록하는 방법도 알려드렸다 583버스를 타시면서 너무 고맙다고 인사를 하고 가셨다 ,계양역이나 목상동 솔밭 이주단지 입구 두 군데 모두 현수막은 걸려 있지만 버스승강장 유리벽이나 버스 노선도 붙이는 곳에 IMOD 버스에 대한 광고나 앱 사용법 카드 등록방법 등을 전단지나 광고 등을 붙여 놓았으면 하는 생각이 듦
운동을 마치고 아라마루로 바람을 쐬러 가기위해 아이모드 탑승가능한 곳까지 버스를 타고 이동하였다,"아이모드 어플을 통하여 계양역아라마루까지 호출을 하였고 차가 도착하기 까지는 4분정도 걸렸다
생각보다 빨리 아이모드가 와서 너무 좋았지만 환승이 되지않는 점은 아쉬웠다
내가 노선을 정하고 예약을 했을때 어떤경로로 차가 가게 될지 이동경로가 나오면 좋을듯 하다 어플상에서 정류장이 다 표기 되기때문에 정신없음
차에 탑승했을때 차의 청결도나 친절함은 너무 좋았다","탑승할 때 나 이외에 다른사람도 탑승을 했는데 그 경유지를 거쳐가니 돌아간다는 느낌을 받았다
일행이 3명 이상이면 굳이 아이모드 탑승하지 않고 택시를 타게 될듯하다 하자지점에 거의 다 도착했는데도 어플상에 13분 후 도작이라고 떠있는 점은 수정되어야 할 듯 하다","우선 차없이 가기 힘든곳을 갈수 있다는점이 너무 좋았으나 환승이 안되는 점과 탑승객이 많을때는 돌아간다는 느낌 을 받을수 있으므로 여러명이서 같이 이용할때는 굳이 아이모드를 이용하지는 않을것 같다는 생각이 들었다
아이모드 정류장에 대한 표식이 부족한것 같다 아이모드 정류장 이라는 표식이 되어있으면 더 좋을 것 같다
심지어 아라마루 하차지점은 여기는 현재 정류장으로 사용하지 않고 쉼터로만 사용한다고 붙어있음","추천  다남동 주민들
이유  일반 노선으로 다니지 않는 동네 안쪽까지 버스를 이용 할 수 있다"
운동 후 다남동에 새로생긴 카페를 가기위해 아이모드 탑승가능한 계양역까지 이동 후 아이모드 탑승 이동할 때 네이버지도를 많이 이용하는 편인데 이동수단 확인용 아이모드는 조회되지 않음,처음엔 아이모드를 오래타보고 싶어서 검단삼정프라자로  호출을 했는데 같은 지역간 호출만 가능하다고 팝업이 떴다 그래서 어디에 갈까 고민해봤는데 지난번 방문했던 아라마루나 다남동안쪽 선주지동 제외하고는 일반 버스가 다 다니는 경로여서  다남동안쪽에 카페로 목적지를 바꿨다 계양1동에서 검단으로 방문을 할수 없다면 내가 계양1동에서 출발지점을 설정했을때 갈 수 있는 정류장만 뜨는게 헷갈리지 않고 좋을듯 하다,"어플상에 하차지점이 소촌마을대촌마을 방면이라고 되어있었는데 실질적으로 하차한 곳은 대촌마을을 등진 대촌마을 반대방면이였다 이동네에 정류장 표지판이 하나만 있어서 그런것 같다 내가 이 지점에 하차할때는 문제가 안되지만 탑승할때 혹시 반대편에서 올수도 있지 않을까 라는 의문이 들었다 버스 정류장 표지판을 확인했을때 이곳도 역시나 아이모드 정류장이라는 표식이 없었다 어플을 통해 예약을 하기때문에  어플로 정류장 위치를 확인하긴 하지만
표식이 없으면 이곳이 맞나 하는 의문이 들수도 있을 것 같다",아이모드를 이용 했기 때문에 일반버스 탑승했을때보다 적게 걸어서 목적지에 도착할 수 있었다,아이모드 어플에도 검색기능이 있으면 좋겠다 차없이 가기 힘든곳을 편리하게 갈수 있다는 점이 너무 좋았으나 그런곳이 한정적이다 아이모드의 노선이 기존노선과 크게 다르지 않아서 일반적인 노선 이용시 사람이 많은 시간이 아니면 아이모드 이용이 망설여 질 것 같다 기존 버스들이 가는곳 말고 다양한 노선이 필요할 듯 하다
